Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Sanju Samson,51,37.29,105.27,6,DC,Chinnaswamy,41,85.36,76
Krunal Pandya,244,49.29,146.28,5,MI,Narendra Modi,74,74.3,75
Shahrukh Khan,229,50.63,113.59,7,RCB,Eden Gardens,50,15.71,33
Dinesh Karthik,231,40.78,128.27,1,KKR,Eden Gardens,89,88.49,79
Nitish Rana,13,48.72,175.25,3,SRH,Arun Jaitley,32,41.07,38
Moeen Ali,240,29.85,154.29,4,MI,Eden Gardens,96,11.78,34
Josh Inglis,226,31.16,118.56,4,GT,Wankhede,21,16.67,31
Jitesh Sharma,47,36.26,137.6,2,PBKS,DY Patil,83,52.59,58
Ishan Kishan,294,32.16,131.22,5,PBKS,Wankhede,1,85.65,61
Faf du Plessis,39,54.2,128.8,5,DC,Wankhede,46,78.43,56
Sai Sudharsan,153,23.69,171.07,1,GT,Arun Jaitley,34,54.29,46
Washington Sundar,70,30.89,124.85,4,CSK,Wankhede,100,18.73,30
Krunal Pandya,30,28.8,167.44,7,SRH,DY Patil,25,32.0,40
Moeen Ali,91,54.82,140.03,6,SRH,DY Patil,95,73.2,60
Shivam Dube,31,51.66,166.48,1,MI,DY Patil,104,45.93,60
Shreyas Iyer,193,35.22,135.61,4,GT,Arun Jaitley,113,26.87,37
Sam Curran,39,26.47,145.83,6,MI,Chinnaswamy,1,79.84,68
Ravindra Jadeja,226,53.99,102.34,2,SRH,Narendra Modi,115,52.02,47
Heinrich Klaasen,96,50.5,156.97,6,PBKS,Arun Jaitley,17,49.81,53
Glenn Maxwell,148,24.85,102.73,6,DC,Arun Jaitley,17,70.02,55
Krunal Pandya,157,51.17,116.4,5,MI,Arun Jaitley,17,23.35,52
Faf du Plessis,239,53.93,151.96,6,DC,Narendra Modi,104,76.36,71
Shivam Dube,294,30.3,163.39,3,MI,Chinnaswamy,55,57.13,57
Cameron Green,87,43.65,123.78,6,KKR,Arun Jaitley,87,89.47,60
Tilak Varma,199,20.0,113.57,5,KKR,M. A. Chidambaram,49,43.7,36
Ravindra Jadeja,100,53.1,156.36,6,RR,DY Patil,65,34.91,59
Faf du Plessis,189,36.46,116.48,4,RCB,Chinnaswamy,81,77.37,71
Jonny Bairstow,92,53.26,146.83,4,RCB,Wankhede,105,89.25,65
Ajinkya Rahane,154,27.95,142.88,4,SRH,M. A. Chidambaram,64,45.3,30
Jason Roy,110,52.73,102.74,6,RR,DY Patil,27,30.0,32
Tim David,68,41.59,131.35,6,PBKS,Chinnaswamy,66,15.49,37
Sanju Samson,257,31.45,113.58,7,MI,Narendra Modi,90,16.34,24
Shikhar Dhawan,209,50.63,151.51,7,MI,M. A. Chidambaram,104,54.97,45
Virat Kohli,256,22.24,156.86,1,DC,M. A. Chidambaram,13,86.06,58
Prithvi Shaw,178,25.57,166.91,4,DC,DY Patil,49,13.81,30
Josh Inglis,117,20.88,112.79,6,GT,Narendra Modi,10,29.96,28
Devon Conway,176,51.82,170.39,3,DC,Wankhede,119,52.04,42
Glenn Maxwell,133,36.75,104.82,1,RCB,M. A. Chidambaram,47,10.97,33
Shikhar Dhawan,109,37.93,165.65,5,RCB,Eden Gardens,114,66.24,43
Shubman Gill,35,31.26,173.68,4,MI,M. A. Chidambaram,88,74.85,50
David Miller,180,43.58,132.48,2,CSK,M. A. Chidambaram,33,12.59,37
Sai Sudharsan,90,30.54,108.14,7,DC,DY Patil,41,44.71,44
Chetan Sakariya,87,48.98,163.93,2,KKR,M. A. Chidambaram,28,45.26,56
Andre Russell,246,31.98,158.73,7,PBKS,Wankhede,111,81.84,60
Ben Stokes,255,32.19,173.57,4,SRH,Chinnaswamy,82,88.2,62
Harry Brook,170,54.19,141.7,2,GT,DY Patil,97,43.35,62
Ishan Kishan,233,27.49,161.81,4,CSK,Narendra Modi,65,54.74,45
Yashasvi Jaiswal,208,32.13,174.85,5,LSG,M. A. Chidambaram,114,19.32,35
Hardik Pandya,273,22.17,128.6,4,SRH,Chinnaswamy,106,39.41,39
Andre Russell,66,51.97,109.95,2,KKR,Narendra Modi,35,37.77,46
Suryakumar Yadav,140,48.66,123.74,2,MI,Chinnaswamy,92,26.06,44
Rilee Rossouw,50,29.26,144.03,3,RCB,DY Patil,34,28.36,41
Rahul Tripathi,231,52.03,176.47,1,GT,M. A. Chidambaram,81,33.68,39
KS Bharat,264,30.92,110.48,5,PBKS,Chinnaswamy,45,53.56,38
Yashasvi Jaiswal,287,20.84,108.48,3,CSK,DY Patil,41,85.78,52
Deepak Hooda,149,34.1,174.49,5,SRH,Narendra Modi,70,38.41,27
Riyan Parag,273,32.38,159.16,1,MI,DY Patil,27,32.22,33
Jos Buttler,28,37.61,146.27,4,GT,M. A. Chidambaram,108,40.92,29
Ruturaj Gaikwad,150,22.73,104.05,1,PBKS,Chinnaswamy,81,17.85,17
Ben Stokes,293,43.67,125.38,5,CSK,Chinnaswamy,76,23.53,46
Devon Conway,200,37.02,117.58,4,LSG,Chinnaswamy,72,39.65,31
Yashasvi Jaiswal,180,37.54,155.95,4,RCB,Eden Gardens,82,45.19,50
David Miller,135,31.17,126.2,6,RR,Chinnaswamy,28,79.63,48
David Warner,150,52.2,167.22,2,DC,DY Patil,110,23.8,35
KL Rahul,79,26.29,176.14,7,PBKS,DY Patil,73,51.1,32
Tim David,130,22.16,108.27,2,SRH,Arun Jaitley,85,75.24,61
Harry Brook,269,20.34,133.77,3,KKR,M. A. Chidambaram,58,24.57,19
Rilee Rossouw,51,21.53,102.12,4,LSG,Eden Gardens,48,78.43,44
Mayank Agarwal,193,46.29,173.83,2,GT,Narendra Modi,76,46.33,37
Shivam Dube,35,50.24,132.6,1,PBKS,M. A. Chidambaram,72,25.01,33
Tilak Varma,106,23.37,142.52,5,GT,Narendra Modi,91,22.48,29
Harpreet Singh,174,50.26,122.89,4,RR,Eden Gardens,11,56.82,54
Devdutt Padikkal,216,26.27,117.5,6,SRH,M. A. Chidambaram,2,45.7,35
KL Rahul,214,40.69,149.31,6,PBKS,Narendra Modi,11,34.76,44
Jason Roy,183,44.37,158.03,4,SRH,Chinnaswamy,23,60.82,43
Travis Head,88,43.46,160.3,6,GT,Eden Gardens,65,41.35,43
Axar Patel,62,21.21,172.4,4,MI,Eden Gardens,109,27.01,27
Riyan Parag,244,54.09,164.91,4,SRH,Arun Jaitley,95,84.13,70
Venkatesh Iyer,167,41.38,149.83,6,RCB,Eden Gardens,50,53.64,60
Marcus Stoinis,154,32.48,163.07,3,CSK,Chinnaswamy,71,45.72,48
Rahul Tripathi,101,34.95,179.27,4,PBKS,M. A. Chidambaram,119,50.87,45
Devdutt Padikkal,69,46.63,149.23,2,SRH,DY Patil,88,72.53,67
Sam Curran,22,49.2,113.54,3,PBKS,Arun Jaitley,78,80.39,57
Sarfaraz Khan,43,39.72,139.74,3,RR,M. A. Chidambaram,45,27.95,44
Kane Williamson,39,45.8,152.02,4,PBKS,Wankhede,48,58.3,54
Virat Kohli,222,31.26,173.12,7,CSK,Wankhede,117,87.88,58
Heinrich Klaasen,73,48.58,179.31,1,SRH,Narendra Modi,33,31.17,41
Glenn Maxwell,266,41.91,168.63,5,PBKS,DY Patil,72,83.76,57
Riyan Parag,172,34.5,162.69,1,RR,Chinnaswamy,34,24.16,23
Sarfaraz Khan,204,29.67,150.42,4,PBKS,M. A. Chidambaram,76,78.37,64
Travis Head,91,49.49,157.89,1,MI,DY Patil,14,55.32,60
Will Jacks,109,24.0,178.89,7,CSK,M. A. Chidambaram,61,21.84,24
Liam Livingstone,16,25.19,148.93,3,MI,Chinnaswamy,37,34.84,32
KS Bharat,231,33.17,165.32,7,KKR,Chinnaswamy,74,39.45,48
David Miller,161,35.79,166.68,5,LSG,Arun Jaitley,24,83.26,71
KL Rahul,74,34.52,179.85,4,DC,Eden Gardens,93,17.91,26
Rohit Sharma,116,46.29,175.11,5,DC,Wankhede,27,57.76,63
MS Dhoni,248,26.69,151.99,1,RCB,Chinnaswamy,54,34.54,22
Ravindra Jadeja,70,50.22,139.14,5,GT,Chinnaswamy,43,45.37,53
Devon Conway,266,41.05,168.37,7,RR,Eden Gardens,99,26.22,43
Rinku Singh,148,23.99,160.16,1,RCB,Arun Jaitley,115,65.41,36
Pat Cummins,157,23.31,102.42,4,KKR,Chinnaswamy,39,19.68,33
Marcus Stoinis,145,24.18,118.51,6,DC,Chinnaswamy,27,40.04,47
Kane Williamson,204,31.24,159.55,5,MI,Narendra Modi,120,83.16,70
Jason Roy,103,42.75,158.52,2,SRH,Narendra Modi,63,75.05,74
Riyan Parag,146,23.99,117.91,4,MI,Wankhede,30,24.2,19
Rahul Tripathi,76,23.0,153.33,6,GT,DY Patil,36,48.02,28
Harry Brook,272,40.69,166.68,4,LSG,DY Patil,71,49.89,49
Noor Ahmad,203,30.3,114.68,5,KKR,Wankhede,81,14.49,29
Venkatesh Iyer,106,31.96,169.79,5,SRH,M. A. Chidambaram,21,68.63,64
Rilee Rossouw,104,46.68,144.25,2,LSG,Wankhede,19,82.15,77
Rilee Rossouw,183,54.41,111.4,2,CSK,Chinnaswamy,116,18.17,33
Pat Cummins,212,28.94,177.63,5,RCB,Wankhede,119,34.65,34
Suyash Sharma,254,28.37,126.22,7,DC,M. A. Chidambaram,103,66.23,59
Prithvi Shaw,221,54.68,164.57,7,DC,DY Patil,100,18.0,42
Krunal Pandya,22,33.86,142.25,3,LSG,Narendra Modi,97,67.97,60
Krunal Pandya,196,31.68,143.71,7,GT,Eden Gardens,24,32.69,32
Devon Conway,83,40.02,119.56,2,RR,Wankhede,7,36.19,39
Devdutt Padikkal,130,44.18,135.75,5,PBKS,Eden Gardens,77,59.63,46
David Warner,268,46.47,101.02,4,PBKS,Eden Gardens,16,37.19,40
Harry Brook,72,33.15,109.99,4,DC,Narendra Modi,62,82.02,72
Virat Kohli,136,33.57,154.99,1,RR,M. A. Chidambaram,70,61.2,47
Cameron Green,105,31.89,101.87,5,SRH,Eden Gardens,97,30.3,45
Virat Kohli,217,36.39,179.37,7,KKR,Narendra Modi,8,36.72,45
Washington Sundar,202,36.99,108.8,6,RCB,Wankhede,74,46.89,54
Cameron Green,91,42.57,162.78,2,RR,DY Patil,32,46.63,51
Mayank Agarwal,100,23.22,133.98,1,RCB,Chinnaswamy,117,70.55,56
Shikhar Dhawan,200,34.9,165.89,1,LSG,Chinnaswamy,119,73.57,54
Heinrich Klaasen,170,29.23,164.08,2,GT,Eden Gardens,96,22.37,22
Nicholas Pooran,99,31.19,104.95,1,LSG,Chinnaswamy,29,43.64,28
Moeen Ali,157,38.13,174.41,2,DC,Chinnaswamy,118,58.58,61
Washington Sundar,288,27.86,156.4,7,RR,DY Patil,31,38.55,28
Jason Roy,59,33.05,119.14,6,DC,Arun Jaitley,74,36.6,46
Noor Ahmad,33,53.67,109.28,2,LSG,Narendra Modi,101,10.62,42
Krunal Pandya,80,49.18,118.29,7,MI,Wankhede,41,53.58,64
Sai Sudharsan,105,48.55,168.95,4,GT,Narendra Modi,15,55.41,42
Shivam Dube,193,54.9,129.0,3,LSG,DY Patil,108,15.01,31
Quinton de Kock,23,38.06,172.93,3,GT,Wankhede,108,65.97,61
Noor Ahmad,186,28.33,106.14,7,CSK,Chinnaswamy,65,31.29,22
Shreyas Iyer,124,33.53,120.57,2,KKR,Chinnaswamy,69,57.91,46
Sai Sudharsan,19,35.54,114.33,4,PBKS,Wankhede,33,34.58,36
Jos Buttler,44,24.34,144.4,4,LSG,Narendra Modi,2,16.61,17
KL Rahul,92,22.47,167.34,6,LSG,Chinnaswamy,64,56.36,34
Tilak Varma,133,36.86,129.06,5,LSG,Eden Gardens,7,24.27,24
Yashasvi Jaiswal,100,40.35,119.71,1,RR,Narendra Modi,103,79.06,53
Venkatesh Iyer,179,54.08,110.18,4,LSG,Arun Jaitley,43,88.1,82
Rahmanullah Gurbaz,58,52.83,170.6,7,RR,Arun Jaitley,25,44.96,60
Shimron Hetmyer,174,21.29,118.48,2,RR,Wankhede,14,70.33,46
Quinton de Kock,221,36.3,115.61,6,PBKS,M. A. Chidambaram,54,64.62,61
Josh Inglis,214,31.82,162.93,5,RCB,Narendra Modi,49,36.65,31
Mayank Agarwal,159,33.98,165.58,7,KKR,Chinnaswamy,113,47.35,52
Matthew Wade,226,36.54,133.41,2,LSG,Wankhede,74,45.3,47
Shikhar Dhawan,171,42.72,111.86,6,CSK,Eden Gardens,62,89.66,69
Ravindra Jadeja,137,51.72,152.28,3,DC,Eden Gardens,64,78.21,78
Sarfaraz Khan,17,40.75,106.06,5,LSG,M. A. Chidambaram,52,32.08,34
Abhishek Sharma,297,31.94,159.33,1,KKR,Wankhede,19,44.04,39
Ben Stokes,28,39.08,107.74,3,MI,Wankhede,47,23.24,38
Yashasvi Jaiswal,49,51.86,151.19,3,MI,Wankhede,78,25.22,35
Harpreet Singh,240,27.62,134.46,6,KKR,Chinnaswamy,11,56.65,42
Cameron Green,125,42.92,108.56,2,KKR,M. A. Chidambaram,71,33.55,44
Rilee Rossouw,265,51.16,104.63,4,CSK,Wankhede,70,79.47,68
KL Rahul,197,44.88,119.69,1,DC,Eden Gardens,69,75.42,69
Pat Cummins,254,43.08,129.38,2,CSK,Narendra Modi,70,16.73,23
Shubman Gill,222,38.89,139.94,3,PBKS,Wankhede,40,10.69,34
Kyle Mayers,196,45.55,134.58,6,RR,M. A. Chidambaram,106,72.99,50
Matthew Wade,105,41.36,129.88,7,GT,Narendra Modi,25,79.49,54
Pat Cummins,235,28.95,173.95,3,DC,Chinnaswamy,87,43.42,44
Rohit Sharma,55,28.49,163.68,1,RR,Arun Jaitley,33,13.44,30
Shikhar Dhawan,89,28.95,105.17,7,CSK,Arun Jaitley,109,15.95,31
Krunal Pandya,22,52.38,174.34,2,PBKS,Arun Jaitley,2,19.68,26
KL Rahul,148,54.94,112.84,6,CSK,Eden Gardens,37,82.44,65
Josh Inglis,67,20.17,160.58,7,DC,Chinnaswamy,39,10.5,25
Will Jacks,226,20.77,117.91,2,SRH,DY Patil,37,12.22,20
Cameron Green,10,20.02,152.16,7,MI,Wankhede,86,59.07,47
Kyle Mayers,130,37.36,143.48,1,PBKS,Wankhede,42,88.44,56
Jason Roy,205,53.9,171.99,1,LSG,Wankhede,67,49.3,67
Jason Roy,104,26.55,153.8,1,RR,DY Patil,83,80.23,50
Andre Russell,125,50.28,140.49,1,MI,Eden Gardens,106,76.94,76
Suryakumar Yadav,125,45.43,100.26,5,DC,Arun Jaitley,4,27.74,46
Shivam Dube,185,36.39,161.54,5,SRH,DY Patil,113,47.05,39
Sanju Samson,71,24.41,131.85,3,MI,Narendra Modi,93,73.3,56
David Warner,221,49.68,135.53,7,GT,Eden Gardens,62,62.08,55
Moeen Ali,17,37.15,157.94,5,RCB,Narendra Modi,82,34.9,39
Moeen Ali,252,22.35,166.29,4,RR,Chinnaswamy,110,23.21,23
Will Jacks,138,40.4,149.74,6,RCB,Wankhede,94,56.87,60
Sanju Samson,234,24.06,163.66,6,PBKS,DY Patil,74,13.53,34
Harpreet Singh,192,48.73,178.45,1,GT,Eden Gardens,113,71.53,75
Marcus Stoinis,87,37.03,161.3,5,MI,M. A. Chidambaram,103,48.38,55
Riyan Parag,30,28.67,170.5,2,DC,Narendra Modi,65,30.83,36
Will Jacks,129,35.12,104.84,4,RCB,DY Patil,76,13.66,30
Shivam Dube,13,29.28,170.31,4,KKR,M. A. Chidambaram,101,59.47,40
Deepak Hooda,76,26.73,135.04,1,SRH,DY Patil,42,23.64,19
Axar Patel,39,34.29,169.87,1,RCB,DY Patil,20,55.44,41
Liam Livingstone,20,24.18,136.61,4,KKR,Chinnaswamy,107,89.53,66
Axar Patel,17,29.67,120.67,2,RR,Arun Jaitley,3,35.07,36
Sarfaraz Khan,144,49.02,112.89,5,DC,Wankhede,31,78.91,62
Shikhar Dhawan,19,37.44,104.02,7,PBKS,DY Patil,5,63.84,55
Pat Cummins,221,40.88,112.71,3,GT,Narendra Modi,55,18.63,30
Dinesh Karthik,52,49.06,140.09,7,GT,Arun Jaitley,17,84.65,57
Venkatesh Iyer,153,50.31,101.4,4,DC,DY Patil,63,25.09,29
Sam Curran,39,31.41,134.36,1,RR,Narendra Modi,83,10.46,34
Rahul Tripathi,70,41.52,139.54,1,MI,Narendra Modi,110,52.51,43
Shreyas Iyer,230,46.29,115.45,1,PBKS,Chinnaswamy,68,11.28,36
Jason Roy,240,35.47,168.32,5,MI,M. A. Chidambaram,38,14.69,20
Tim David,284,31.41,126.21,6,LSG,M. A. Chidambaram,27,34.41,24
Nitish Rana,260,36.81,152.0,3,CSK,Eden Gardens,84,55.42,49
Sai Sudharsan,293,37.05,170.16,4,PBKS,Arun Jaitley,108,65.89,48
Josh Inglis,161,34.02,157.56,6,RR,Wankhede,60,35.55,28
Will Jacks,219,44.17,113.8,6,RCB,Arun Jaitley,44,20.01,41
Andre Russell,168,26.8,173.41,3,LSG,Chinnaswamy,57,66.6,39
Rahul Tripathi,26,51.31,153.41,2,SRH,DY Patil,33,10.93,35
Krunal Pandya,29,23.6,109.15,1,DC,Narendra Modi,7,22.05,25
Ishan Kishan,42,25.93,161.92,3,PBKS,Chinnaswamy,73,11.17,17
Ishan Kishan,202,27.98,148.54,5,DC,Chinnaswamy,45,70.62,57
Yashasvi Jaiswal,85,29.2,135.62,7,SRH,Arun Jaitley,67,17.88,31
Shubman Gill,170,26.81,105.08,1,GT,DY Patil,108,18.65,31
Dawid Malan,118,29.7,101.41,2,LSG,Wankhede,62,48.55,33
Ravindra Jadeja,201,21.98,153.09,5,LSG,M. A. Chidambaram,94,66.75,48
Mayank Agarwal,16,48.87,109.02,5,RR,Eden Gardens,110,59.58,68
Faf du Plessis,85,23.05,139.18,7,KKR,M. A. Chidambaram,25,39.73,35
Jonny Bairstow,163,51.58,114.39,1,KKR,Eden Gardens,51,87.77,70
Tim David,279,44.95,100.93,6,RCB,Arun Jaitley,48,43.9,39
Abhishek Sharma,273,34.1,159.3,4,KKR,DY Patil,69,12.84,29
Will Jacks,40,41.6,135.21,4,PBKS,M. A. Chidambaram,71,30.88,43
Dawid Malan,126,34.65,149.81,7,GT,Wankhede,58,58.42,61
Harry Brook,289,33.85,153.7,2,PBKS,M. A. Chidambaram,28,69.52,65
Sam Curran,271,48.94,177.53,5,LSG,M. A. Chidambaram,33,80.31,68
Dinesh Karthik,38,23.66,135.76,6,KKR,DY Patil,43,32.83,19
Ben Stokes,72,35.24,165.21,5,DC,DY Patil,43,31.28,31
Cameron Green,32,52.89,145.5,5,CSK,DY Patil,19,31.45,53
Yashasvi Jaiswal,253,23.49,157.46,7,DC,Wankhede,65,47.17,33
Kane Williamson,67,42.51,156.77,3,RR,Narendra Modi,44,63.68,67
Suyash Sharma,139,26.36,158.0,3,LSG,Arun Jaitley,30,72.35,52
Sam Curran,183,53.66,162.94,2,SRH,Wankhede,9,81.87,61
Shreyas Iyer,217,54.98,141.47,3,GT,Arun Jaitley,5,26.02,30
Travis Head,46,42.79,178.83,7,SRH,M. A. Chidambaram,98,52.45,48
David Miller,297,54.0,113.62,5,GT,M. A. Chidambaram,61,79.77,67
KL Rahul,46,28.09,169.15,1,GT,M. A. Chidambaram,97,44.78,45
Krunal Pandya,144,43.31,112.58,1,KKR,Chinnaswamy,109,14.3,27
Harpreet Singh,184,49.04,137.66,7,KKR,Eden Gardens,102,33.93,43
Virat Kohli,294,31.49,178.0,7,DC,Arun Jaitley,52,67.0,53
Andre Russell,243,34.12,143.15,7,KKR,DY Patil,25,72.52,58
Deepak Hooda,149,33.4,130.8,3,RR,Eden Gardens,3,51.76,36
Ishan Kishan,118,45.52,167.24,4,RCB,M. A. Chidambaram,102,86.93,68
Krunal Pandya,272,32.74,134.59,2,KKR,M. A. Chidambaram,74,89.48,66
Ben Stokes,119,26.25,128.66,3,SRH,Arun Jaitley,120,14.94,31
Rahmanullah Gurbaz,109,42.34,168.62,7,PBKS,Wankhede,47,49.14,47
Heinrich Klaasen,37,29.97,159.65,5,MI,Narendra Modi,62,34.11,23
Noor Ahmad,149,46.34,112.88,3,RCB,DY Patil,44,70.09,66
Rahmanullah Gurbaz,11,48.59,172.9,5,MI,M. A. Chidambaram,14,72.13,59
Marcus Stoinis,116,41.24,136.32,7,RCB,DY Patil,41,86.26,73
Rinku Singh,42,47.06,157.12,2,CSK,Narendra Modi,108,34.82,31
Virat Kohli,125,31.17,129.55,7,MI,Arun Jaitley,82,49.35,37
Devdutt Padikkal,28,38.67,143.25,5,MI,Chinnaswamy,37,10.14,32
Hardik Pandya,179,31.75,132.05,5,RR,Eden Gardens,38,58.76,37
Tim David,65,29.79,148.68,6,GT,M. A. Chidambaram,117,56.98,57
Shreyas Iyer,54,45.58,155.64,4,GT,DY Patil,106,56.67,45
Rohit Sharma,198,43.82,164.36,1,CSK,Eden Gardens,65,50.94,60
Travis Head,184,23.58,172.39,4,PBKS,Narendra Modi,109,31.94,23
Shivam Dube,68,35.87,114.99,3,CSK,M. A. Chidambaram,114,22.74,42
David Miller,37,21.43,131.09,4,CSK,Wankhede,62,42.1,26
Nicholas Pooran,144,33.58,128.93,5,RR,Chinnaswamy,45,66.95,60
Rahmanullah Gurbaz,285,51.54,112.33,4,MI,Chinnaswamy,61,61.11,55
Marcus Stoinis,300,39.42,162.72,6,SRH,DY Patil,28,85.51,60
Matthew Wade,152,45.3,156.82,5,LSG,Wankhede,46,63.8,61
Rohit Sharma,81,30.6,148.85,4,SRH,DY Patil,42,30.36,34
Glenn Maxwell,194,41.48,112.6,7,MI,DY Patil,53,47.56,50
Glenn Maxwell,237,32.29,176.65,7,KKR,Chinnaswamy,71,75.57,48
Venkatesh Iyer,164,50.94,121.76,5,CSK,M. A. Chidambaram,14,77.56,59
David Warner,246,33.3,173.79,3,KKR,Chinnaswamy,19,20.52,40
Ravindra Jadeja,255,53.61,147.84,1,DC,Wankhede,23,60.79,63
Jonny Bairstow,20,43.14,104.74,4,RR,Wankhede,42,86.28,66
Moeen Ali,10,23.36,146.6,7,SRH,Arun Jaitley,106,23.54,25
Sam Curran,82,54.59,147.2,7,CSK,Eden Gardens,95,63.29,59
Rinku Singh,122,42.82,129.01,7,KKR,Eden Gardens,13,37.31,34
Harpreet Singh,182,48.59,100.38,3,RCB,Chinnaswamy,103,64.76,48
Noor Ahmad,231,31.69,164.6,7,DC,Narendra Modi,46,40.81,30
Rinku Singh,137,43.87,167.43,4,GT,M. A. Chidambaram,111,84.35,77
Noor Ahmad,275,25.93,101.82,7,SRH,DY Patil,118,52.17,32
Dawid Malan,222,41.94,154.82,7,RR,Wankhede,69,24.71,40
Harry Brook,214,51.47,151.05,5,CSK,Chinnaswamy,20,31.21,31
Marcus Stoinis,119,37.26,152.98,3,DC,Wankhede,30,38.18,30
Dawid Malan,128,23.64,166.99,1,PBKS,Chinnaswamy,78,66.35,50
Rohit Sharma,246,47.57,125.1,1,CSK,M. A. Chidambaram,92,81.99,77
Nitish Rana,75,41.5,134.5,6,SRH,Wankhede,63,19.76,28
Sai Sudharsan,98,53.62,154.07,3,SRH,Chinnaswamy,96,63.55,69
Dawid Malan,294,46.53,174.79,4,RR,M. A. Chidambaram,71,80.34,54
Cameron Green,278,33.29,175.43,1,LSG,DY Patil,102,30.13,31
Abhishek Sharma,231,26.4,174.66,5,MI,Wankhede,74,54.23,48
Shikhar Dhawan,108,44.97,128.09,7,SRH,Arun Jaitley,4,37.64,38
MS Dhoni,28,39.99,132.4,2,CSK,DY Patil,74,47.33,34
Liam Livingstone,294,21.01,152.05,2,SRH,DY Patil,39,27.57,27
Glenn Maxwell,156,42.43,102.65,5,KKR,Eden Gardens,68,27.22,44
Mayank Agarwal,77,42.37,120.08,1,MI,Eden Gardens,68,69.1,57
Nitish Rana,299,22.48,174.36,7,KKR,DY Patil,59,36.05,38
KS Bharat,219,35.4,172.99,5,LSG,Arun Jaitley,105,41.89,49
Noor Ahmad,18,20.0,114.47,6,DC,Arun Jaitley,99,83.6,48
Noor Ahmad,22,41.35,129.48,4,RCB,Narendra Modi,71,17.01,30
Suyash Sharma,219,31.28,127.23,3,RCB,M. A. Chidambaram,27,44.33,38
Dinesh Karthik,297,39.21,155.48,1,PBKS,Wankhede,103,51.03,45
Nitish Rana,240,51.3,151.39,4,RR,Arun Jaitley,39,37.16,39
Matthew Wade,92,29.5,137.08,3,LSG,Eden Gardens,100,63.75,48
Cameron Green,115,33.96,119.98,2,SRH,DY Patil,107,74.59,67
Ravindra Jadeja,76,20.63,138.17,4,RR,M. A. Chidambaram,30,58.31,52
Glenn Maxwell,230,46.23,108.08,2,PBKS,Wankhede,106,55.26,44
Jason Roy,69,41.9,129.93,4,LSG,DY Patil,83,13.21,35
Ben Stokes,191,54.11,149.18,4,MI,Arun Jaitley,53,58.47,71
Jason Roy,273,43.42,172.24,3,MI,Narendra Modi,18,85.97,65
KS Bharat,197,25.07,124.67,6,LSG,Arun Jaitley,30,60.88,58
Rilee Rossouw,217,39.8,177.69,7,GT,Arun Jaitley,61,51.41,40
Nicholas Pooran,257,41.03,156.67,1,PBKS,DY Patil,55,43.05,38
Sai Sudharsan,46,34.38,108.44,7,MI,M. A. Chidambaram,39,38.43,29
Jos Buttler,157,43.52,149.47,3,RR,Narendra Modi,77,27.75,41
Shubman Gill,152,52.67,149.17,7,PBKS,Wankhede,41,35.56,34
Heinrich Klaasen,127,53.61,168.88,6,PBKS,DY Patil,9,66.12,57
Josh Inglis,102,53.99,146.02,3,GT,Eden Gardens,10,73.88,65
Marcus Stoinis,149,38.2,136.46,6,KKR,Wankhede,44,71.68,58
Rinku Singh,142,44.41,156.26,1,MI,Chinnaswamy,113,32.37,49
Rahul Tripathi,257,33.31,150.95,6,MI,Eden Gardens,12,80.07,67
Faf du Plessis,118,30.09,176.31,1,KKR,Arun Jaitley,52,14.84,31
KS Bharat,266,40.29,117.32,3,MI,Chinnaswamy,33,77.51,49
Axar Patel,246,39.81,116.07,6,RR,Narendra Modi,41,80.71,72
David Warner,12,38.64,161.92,3,GT,Arun Jaitley,15,24.65,39
Suryakumar Yadav,68,49.36,169.3,2,RR,M. A. Chidambaram,86,11.21,43
Ruturaj Gaikwad,143,48.55,149.88,3,SRH,Arun Jaitley,97,58.88,67
Shubman Gill,94,38.65,137.11,5,GT,M. A. Chidambaram,87,64.86,60
Moeen Ali,275,48.24,168.05,4,KKR,Wankhede,22,44.85,58
Riyan Parag,298,52.4,142.7,6,CSK,DY Patil,23,59.38,55
Matthew Wade,194,39.32,134.44,2,RCB,Eden Gardens,18,57.64,39
Travis Head,156,35.92,150.07,6,DC,Arun Jaitley,26,61.8,56
Dawid Malan,57,34.72,152.98,2,SRH,Narendra Modi,25,25.44,26
Ajinkya Rahane,177,32.54,179.97,5,RCB,M. A. Chidambaram,12,34.08,47
Virat Kohli,171,30.74,114.4,7,GT,Arun Jaitley,59,32.2,26
Kane Williamson,231,41.43,138.7,7,GT,Arun Jaitley,7,21.27,43
Harry Brook,141,26.49,160.84,3,DC,Eden Gardens,43,57.0,33
Nitish Rana,149,54.1,150.79,7,RCB,M. A. Chidambaram,98,41.97,51
Marcus Stoinis,54,42.2,142.52,4,CSK,M. A. Chidambaram,25,46.98,56
Sanju Samson,290,48.09,165.56,2,PBKS,DY Patil,101,34.91,38
MS Dhoni,36,52.55,133.85,1,MI,Eden Gardens,93,14.8,40
Glenn Maxwell,283,37.52,149.14,3,MI,Arun Jaitley,47,19.96,29
Rahul Tripathi,81,32.35,109.47,7,RR,Eden Gardens,12,58.51,48
Kane Williamson,172,54.21,105.63,7,DC,Wankhede,105,18.21,46
Shubman Gill,18,25.24,161.33,4,RCB,Chinnaswamy,83,37.18,23
